course_uid,display_title_ko,display_title_en,primary_course_code,alias_course_codes,participating_departments,tags,credit_hours,lecture_hours,lab_hours,department_context,offered_2025_1,offered_2025_2,description,source_page_first_seen,raw_title_ko,raw_title_en
CH4220,물리화학의 응용,Applications of Physical Chemistry,CH4220,,자연과학대학 | 화학과,,3.0,3.0,0.0,화학과,False,True,"본 과제에서는 열역학과 양자 역학을 연결하는 통계역학, 반응의 속도를 다루는 반응속도론, 그 리고 분자 수준에서 화학 결합의 형성 과 분해를 다루는 분자반응 동력학을 공부하게 될 것이 다. 그리고 고체화학 및 표면화학과 같은 응용 분야도 간결하게 다룰 것이다.",147,물리화학의 응용,Applications of Physical Chemistry
MC4234,응용열전달,Applied Heat Transfer,MC4234,,공과대학 | 기계로봇공학과,,3.0,3.0,0.0,기계로봇공학과,False,False,"학부 고학년 학생과 대학원생을 위한 열전달 과목으로, 학부 열전달 내용을 심화하여 학습한다. 3가지 열전달모드인 전도, 복사, 대류를 균등한 비율로 커버한다. 수강 학생이 다음을 학습하는 것을 목표로 한다. - 열 및 물질전달의 기본 원리 이해 - 복잡한 열전달 문제의 단순화 및 해석 능력 배양 - 멀티 모드 열 및 물질전달의 이해 및 적용",170,응용열전달,Applied Heat Transfer
CT4203,아트앤테크놀로지,Art & technology,CT4203,,정보컴퓨팅대학 | AI융합학과,,3.0,3.0,0.0,문화기술 부전공,True,False,"미디어 기술의 역사와 예술의 새로운 형태의 출현과 관계를 소개하고 뉴미디어의 새로운 기능에 대해 학습 한다. Art & technology는 기술, 비즈니스, 예술 감성이 어우러진 형태의 다학문적 기술로서 예술 및 기술 연구의 전체 구조를 이해하고 예술 감성이 어우러진 통합된 시스템을 연 구 및 제작한다.",131,아트앤테크놀로지,Art & technology
GS2545,예술과 과학,Art and Science,GS2545,,기초교육학부 | GSC,,3.0,3.0,0.0,인문 선택,True,False,AI시대가 도래하면서 우리 삶의 중심 매개체인 '몸'에 대한 관심은 그 어느 시대보다도 높아졌 다.  몸은 우리에게 어떠한 의미인지 시대별로 예술작품을 감상하며 각 시대의 몸의 의미에 대 하여 알아보고 더불어 과학과의 연계성을 같이 논의해본다. 본 수업을 통해 예술과 과학 그리고 인문학의 융합적 시각을 함양하는 것을 목표로 한다.,84,예술과 과학,Art and Science
EC4209,인공 지능,Artificial Intelligence,EC4209,,정보컴퓨팅대학 | 전기전자컴퓨터공학과,,3.0,3.0,0.0,전기전자컴퓨터공학과,True,False,"이 모듈은 탐색 및 지식 표현의 기본 개념과 인공지능의 여러 하위 분야를 소개합니다. 인공지능의 필수 개념을 다루는 데 중점을 두고 있으며, 다음과 같은 내용을 포함합니다. 지능형 에이전트; 정보 없는/맹목적 탐색: 너비 우선 탐색, 균일 비용 탐색, 깊이 우선 탐색, 깊이 제한 탐색, 반복 심화 탐색; 정보 있는/휴리스틱 탐색: 탐욕적 최적 우선 탐색, A* 알고리즘; 지역 탐색: 언덕 오르기 및 시뮬레이티드 어닐링; 적대적 탐색: 미니맥스 알고리즘 및 알파-베타 가지치기; 제약 조건 만족 문제: 백트래킹 탐색, 제약 조건 전파, 지역 탐색; 논리적 에이전트: 명제 논리, 1차 논리, 논리적 추론; 불확실성: 베이즈 정리, 베이즈 추론, 독립성 및 조건부 독립성, 베이즈 네트워크; 퍼지 논리; 신경망; 머신 러닝: 의사 결정 트리 학습, 나이브 베이즈 분류기.",120,인공 지능,Artificial Intelligence
MC4221,기계인공지능,Artificial Intelligence for Mechanical Engineers,MC4221,,공과대학 | 기계로봇공학과,,3.0,3.0,0.0,기계로봇공학과,True,False,"이 과목은 기계공학 전공자에게 인공지능의 기초를 제공하고자 한다. 회귀, 분류, 군집을 포함하며, 특히 kNN, decision tree, perceptron, MLP, ANN, and CNN 등의 인공지능 알고리즘에 대해 알 아본다. 기계시스템에서 인공지능과 도메인 지식의 활 용 측면에서 강의가 진행된다.",168,기계인공지능,Artificial Intelligence for Mechanical Engineers
EV4214,대기화학과 기후변화 I,Atmospheric Chemistry & Climate Change I,EV4214,,공과대학 | 환경·에너지공학과,,3.0,3.0,0.0,환경·에너지공학과,False,True,"본 과목은 지구 대기에서 일어나는 화학반응에 대해 집중적으로 다룬다. 주로 지구 대기권과 생 물권간의 상호작용이 다뤄질 것이다. 본 과목 을 통해 자연 상태와 요염된 상태의 대기에 대한 이해와, 오존층 파괴, 산성비, 스모그, 기후변화 등 주목받고 있는 환경 이슈들에 대한 이해 가 동반 될 것이다. 본 과목을 통해 여러 환경문제들의 원인과 그 메커니즘에 대해 이해할 수 있는 소양을 함양할 수 있다.",177,대기화학과 기후변화 I,Atmospheric Chemistry & Climate Change I
EV4237,휘발성 대기 오염물,Atmospheric Volatile Compounds,EV4237,,공과대학 | 환경·에너지공학과,,3.0,3.0,0.0,환경·에너지공학과,False,False,우리의 일상 활동과 지구의 자연적 과정에서 배출되는 휘발성 화합물(VCs)은 대기 중 연료로 작용하여 대기의 질과 기후에 영향을 미친다. 따라서 본 과목의 일차적인 목표는 VOCs(Volatile Organic Compounds)에 대한 전통적인 지식을 기반으로 최근 연구에서 밝혀진 VCs의 중요성을 인식하는 것이다. 또한 본 과목은 VCs를 위한 심층적인 연구 제안서 작성 및 발표를 포함하여 연구 제안서의 기초를 배울 수 있는 과목이다.,179,휘발성 대기 오염물,Atmospheric Volatile Compounds
MC3219,기계로봇 자동제어,Automatic Control for mechanical and robotic systems,MC3219,,공과대학 | 기계로봇공학과,,3.0,3.0,0.0,기계로봇공학과,False,True,"본 강의는 로봇 및 기계 시스템을 위한 피드백 제어의 기본적이면서도 강력한 설계 및 분석에 대한 소개를 제공합니다. 이 과정은 연속 시간 로봇 및 기계 제어 시스템을 다룹니다. 주요 주제로는 라플라스 변환, 기본 기계 및 로봇 시스템의 수학적 모델링, 과도 및 정상 상태 응답 분석, 근 분석 및 제어 시스템 설계, 주파수 응답 분석 및 제어 시스템 설계 등이 있습니다.",166,기계로봇 자동제어,Automatic Control for mechanical and robotic systems
CH2104,물리화학 B,Physical Chemistry B,CH2104,,자연과학대학 | 화학과,,3.0,3.0,0.0,화학과,False,True,이 과목은 양자역학의 소개와 응용으로 이루어져 있다. 이 과목에서는 양자이론의 확립과정을 살피고 양자이론이 수소 원자와 같은 단순한 계에 어떻게 적용되는지 살펴본다. 이와 같은 논의 를 확대시켜 분자 수준에서의 화학 결합을 이해하고 분자 분광학의 이론적 배경을 다진다.,144,물리화학,B Physical Chemistry B
MC4232,기계공학 특론 B,Special Topics on Mechanical Engineering B,MC4232,,공과대학 | 기계로봇공학과,,3.0,3.0,0.0,기계로봇공학과,False,False,"본 강좌는 열역학, 열 및 물질 전달, 유체 역학을 기반으로 발전 시스템의 모델링 및 시뮬레이션 기술을 MATLAB과 Simulink를 이용하여 다룹니다. 이 강좌는 발전 및 에너지 시스템의 최적 설계를 배우고자 하는 학부 고학년 또는 대학원생을 위해 설계되었습니다.",170,기계공학 특론,B – Special Topics on Mechanical Engineering B
MD4301,의생명 신호처리론,BIO Signal Processing,MD4301,,생명·의과학융합대학 | 의생명공학과,,3.0,3.0,0.0,의생명공학과,True,False,본 과목에서는 생체신호 및 신경과학 연구에 필수적인 신호처리의 기본적인 지식에 대하여 공부 한다. 아 울러 매트랩과 같은 프로그램 언어를 이용하여 신호처리 이론을 실제 구현하여 생리시 스템의 신호를 분석 하는 능력도 습득한다.,188,의생명 신호처리론,BIO Signal Processing
BS2204,기초 해부조직학,Basic Anatomy and Histology,BS2204,,생명·의과학융합대학 | 생명과학과,,3.0,3.0,0.0,생명과학과,False,True,"이 과목의 목적은 생명과학을 공부하고자 하는 학생들에게 해부학과 조직학에 대한 기초 지식을 제공하고자 하는 것입니다. 학생들은 수업 참여(20%), 중간고사(40%) 및 기말고사 (40%)를 기준으로 평가됩니다. 자세한 강의 계획서는 강의 첫날에 제공됩니다.",182,기초 해부조직학,Basic Anatomy and Histology
EV4213,환경 독성학 기초,Basic Environmental Toxicology,EV4213,,공과대학 | 환경·에너지공학과,,3.0,3.0,0.0,환경·에너지공학과,False,False,"인간과 생태계에 위해요인인 오염물질이 환경 내에서의 거동과 화학변화에 따른 독성변화를 다 룬다. 주요내용은 독성기작, 화학거동, 생태독성학, 독성오염물질 분류, 독성시험법, 그리고 위해 성평가 등이다.",177,환경 독성학 기초,Basic Environmental Toxicology
GS1902,기초 한국어,Basic Korean,GS1902,,기초교육학부 | 한국어,,0.0,3.0,0.0,언어 필수,True,True,"이 강좌의 목적은 학생들에게 한국어의 기초를 소개하는 것입니다. 학생들은 한국어 문자(한글)를 읽고 쓰는 법을 배우고, 한국에서의 일상생활을 더욱 편리하게 해 줄 기본적인 회화와 표현들을 익히게 됩니다.",81,기초 한국어,Basic Korean
HS2620,철학의 근본 문제들,Basic Problems of Philosophy,HS2620,,기초교육학부 | PPE,,3.0,3.0,0.0,인문 선택,True,True,"철학이란, 혹은 철학을 한다는 것은, 무엇인가? 이 교과는 철학이라는 학문을 처음 접하는 학생들에게 철 학을 한다는 것이 무엇인지, 혹은 철학적으로 사고한다는 것은 어떻게 사고하는 것인지를 소개하고 훈련하 는 데에 목적이 있다. 이를 위해 본 강좌에서는 전통적으로 어떠한 중요한 철학적 문제들이 제기되었고, 또 실제로 철학자들이 그 문제들을 어떻게 다루는지를 비판적으로 살펴보고 토론한다.",95,철학의 근본 문제들,Basic Problems of Philosophy
SE2201,반도체 공정 기초 이론,Basic Semiconductor Processing,SE2201,,정보컴퓨팅대학 | 반도체공학과,,3.0,3.0,0.0,반도체공학과,False,True,"본 과목에서는 반도체 공학을 공부하는 학생들에게 소자 제작을 위한 핵심 공정과 각 공정의 기 본 원리를 소개한다. 증착, 포토, 에칭, 메탈, 패키징 등 8대 공정을 포함하며 다학제적 기술을 필요로 하는 학문으로 물리, 화학, 재료공학 기반의 기초이론을 소개한다.",137,반도체 공정 기초 이론,Basic Semiconductor Processing
BS4214,기초 구조생물학,Basic Structural Biology,BS4214,,생명·의과학융합대학 | 생명과학과,,3.0,3.0,0.0,생명과학과,False,False,"본 과목에서는 현대 구조생물학의 이론적 기초를 다룰 예정이다. 특히, 엑스선 결정학 기법을 이용하여 얻어진 구조 정보를 기반으로 다양한 단백질군의 작용 메커니즘을 분자 수준에서 이해하고자 한다.",185,기초 구조생물학,Basic Structural Biology
GS1903,초급 한국어 1,Beginner Korean 1,GS1903,,기초교육학부 | 한국어,,2.0,3.0,0.0,언어 필수,True,True,이 과정에서 학생들은 더욱 발전된 한국어 회화 능력을 키우는 동시에 고급 문법과 어휘를 배우게 됩니다.,81,초급 한국어 1,Beginner Korean 1
GS1904,초급 한국어 2,Beginner Korean 2,GS1904,,기초교육학부 | 한국어,,2.0,3.0,0.0,언어 필수,True,True,"이 과정은 학생들이 일상적인 한국어 회화에 더욱 능숙해지도록 돕고, 자신의 생각과 감정을 더욱 효과적으로 표현하는 방법을 가르칩니다.",81,초급 한국어 2,Beginner Korean 2
HS2732,행동경제학 1,Behavioral Economics 1,HS2732,,기초교육학부 | PPE,,3.0,3.0,0.0,인문 선택,False,False,"이 과목은 전통적인 경제학 교과서에서 이성적 경제주체로 간주되어 온 인간이 실제로는 어떻게 행동하는지, 왜 그렇게 행동하는지, 그런 행동의 결과로 어떤 일이 발생하는지를 탐구한다. 본 과목을 통해 인간의 심리와 행동이 내재된 다양하고 체계적인 오류들을 깨닫고, 이 오류들에 의해 경제가 움직이고 사회가 변화하는 현상을 이해하는 한편, 스스로의 감정, 판단, 행동, 인간관계를 보다 잘 조절할 수 있을 것이다. (※ 응용과 정책을 중심으로 한 후속 교과는 행동경제학 2)",98,행동경제학 1,Behavioral Economics 1
HS2733,행동경제학 2,Behavioral Economics 2,HS2733,,기초교육학부 | PPE,,3.0,3.0,0.0,인문 선택,False,False,"이 과목은 행동경제학 1의 후속 강좌로서 인간의 심리와 행동패턴 및 이를 이용한 정책 적용사례에 대한 이해를 바탕으로 사람들의 후생과 공공의 복리를 높이는 데 도움이 되는 아이디어들을 탐구하고 실천하는 것을 목적으로 한다. 이 강좌의 수강생들은 팀을 이루어 학교와 지역사회, 나아가 국가와 세 계에 기여할 수 있는 다양한 넛지 아이디어들을 개발하여 실행하는 프로젝트에 참여하게 될 것이다.",98,행동경제학 2,Behavioral Economics 2
MD4503,의학 행동 과학,Behavioral Science in Medicine,MD4503,,생명·의과학융합대학 | 의생명공학과,,3.0,3.0,0.0,의생명공학과,False,False,"행동과학은 인간과 동물의 행동과 관련된 사항을 연구하는 과학의 한 분과이다. 본 교과목은 의 학 영역에서의 행동과학에 초점을 맞추어 정상 성장 과정, 행동의 심리학적 기초, 정신병리, 의 사-환자 관계 등을 살펴보며 인간 행동에 대한 이해를 제고하고자 한다.",189,의학 행동 과학,Behavioral Science in Medicine
GS2810,빅히스토리: 우주와 인간의 역사,Big history: History of Humanity in the Universe,GS2810,,기초교육학부 | GSC,,3.0,3.0,0.0,인문 선택,False,False,"이 강좌는 우주의 탄생부터 현재까지 인류 역사의 중요한 사건들을 거시적이고 통합적인 관점에서 다룹니다. 먼저 빅뱅 우주론, 지구의 탄생, 유기 화합물의 합성, 생명의 탄생과 진화를 살펴보고, 이를 바탕으로 인류 출현의 과학적, 철학적 함의를 연구합니다. 다음으로 인류 문명의 발생과 발전(지역 문명과 그 세계적 연결) 및 경제 시스템의 발전을 논의하여 인류 문명의 다양성을 이해합니다. 마지막으로 세계화와 최첨단 과학 기술을 기반으로 현재와 미래를 조망합니다. 이 강좌는 개별 연구의 틀을 넘어 우주 속 인류 역사를 통합적으로 조망하고 다양한 현대적 이슈를 이해하는 데 중점을 둡니다.",86,빅히스토리: 우주와 인간의 역사,Big history: History of Humanity in the Universe
CH4223,생분석화학,Bioanalytical Chemistry,CH4223,,자연과학대학 | 화학과,,3.0,3.0,0.0,화학과,False,False,"세포, 유전자, 단백질 및 대사물질 등을 분석하는 다양한 광학, 크로마토그래피, 전기영동, 단분 자 분석, 나노툴 등에 대해 다루며, 최신의 면역화학 분석법, 분자진단법, 바이오센서 및 생분석 화학의 바이오인더스트리 응용 등에 대해서도 소개한다.",148,생분석화학,Bioanalytical Chemistry
BS2103,생화학·분자생물학 실험,Biochemistry & Molecular Biology Laboratory,BS2103,,생명·의과학융합대학 | 생명과학과,,3.0,1.0,4.0,생명과학과,False,True,"이 과목은 학생들에게 다양한 분자생물학적, 생화학적 실험실습을 소개하여 생체 내 상호 연관 적인 핵심기작들을 이해하는데 도움이 되도록 설계 되어있다. 기본주제들은 유전자 전사 및 번 역 조절, 단백질 합성 및 조절, 세포막내외의 이동, 세포골격형성 및 조절, 세포분열과 세포내 신호전달 등 이다. 이러한 내용들은 다양한 분자생물학, 생화학적 테크닉, 그리고 현미경을 이용 한 이미징 테크닉 을 통해 학생들이 직접 실험을 통해 접하게 된다.",181,생화학·분자생물학 실험,Biochemistry & Molecular Biology Laboratory
MA4223,생화학특론,Biochemistry for Materials Science and Engineering,MA4223,,공과대학 | 신소재공학과,,3.0,3.0,0.0,신소재공학과,True,False,"이 과목은 재료과학에서 필요한 생화학 원리들을 가르치고자 한다. 주요 내용은 생체물질들, 면 역 시스템, 상처치료, 생체적합성 들을 포함한다.",161,생화학특론,Biochemistry for Materials Science and Engineering
GS2812,생명윤리와 법,Bioethics and Law,GS2812,,기초교육학부 | GSC,,3.0,3.0,0.0,인문 선택,False,False,"본 강의는 현대사회의 지적 교양이자 첨예한 사회적 관심사라 할 생명윤리의 여러 문제들을 특히 법적, 윤리적 쟁점들을 중심으로 이해하고자 한다. 생명윤리법, 의료법, 특허법 등 현행 관련 법률들 은 물론, 구체적인 사례(판례)들과의 연관 속에서, 각 쟁점들에 대한 이해를 공유하고 함께 토론하고 자 한다. 단순히 현행 법 실무를 살펴보는 것을 넘어, 윤리적, 법이론적 쟁점들까지도 비판적으로 고찰해 볼 것이다. 나아가 한국의 생명공학연구 및 의료현장에서 빚어지는 특수하고 생생한 현실을 고려함으로써, 본 주제에 대한 문제의식을 날카롭게 다듬고자 한다.",86,생명윤리와 법,Bioethics and Law
EV4202,생지화학,Biogeochemistry,EV4202,,공과대학 | 환경·에너지공학과,,3.0,3.0,0.0,환경·에너지공학과,False,False,"본 과목은 생물학적, 물리학적, 화학적 현상으로 이루어진 지구의 동적 시스템에 대해 다룬다. 생지화학은 주로 생물권과 지권간의 에너지와 원소들의 순환에 대해 다루는데, 물, 탄소, 황, 질 소의 순환이 그 대표적인 예다. 본 과목을 통해 학생들은 지구를 구성하고 있는 생물권과 지권 의 생물학적, 물리학적, 화학적 역할 및 그에 대한 이해를 할 수 있다.",176,생지화학,Biogeochemistry
GS1301,생물학,Biology,GS1301,,생명·의과학융합대학 | 생명과학과,,3.0,3.0,0.0,기초 필수,True,True,"생물학은 생물학의 원리와 기본 개념을 소개한다. 이 과정은 세포 생물학과 분자 생물학에서 선 택된 주제를 강조하기 위해 설계되었다. 전반부의 주제는 생물학적 분자, 거대 분자, 세포 조직 과 막, 효소와 에너지, 미토콘드리아와 세포 호흡, 광합성이고, 후반부는 DNA, RNA와 단백질, 게놈과 염색질, 유전자 조절, 재조합 DNA 기술과 같은 주제를 다룰 것이다.",75,생물학,Biology
MA3208,생체재료,Biomaterials,MA3208,,공과대학 | 신소재공학과,,3.0,3.0,0.0,신소재공학과,False,False,"본 과목은 재료공학 분야의 학부과정 학생에게 생체재료와 응용에 관한 기초적인 지식을 습득할 수 있도록 함을 목적으로 한다. 본 과 목의 초기 7주 동안은 생체재료의 기초적인 요소와 역할, 바이오시스템과의 상호적용을 공부하며, 이후 3주간은 다양한 생체재료와 이의 특성들, 나머지 기간 동안은 생체재료기반의 응용에 관하여 과목이 진행될 것이다.",158,생체재료,Biomaterials
MC4236,웨어러블시스템을 위한 인체공학,Biomechanics for wearable systems,MC4236,,공과대학 | 기계로봇공학과,,3.0,3.0,0.0,기계로봇공학과,False,False,"이 강좌의 목표는 인간의 생체역학 및 인간 시스템의 기계적 기능을 이해하는 데 사용되는 공학 적인 방법과 도구를 소개하는 것입니다. 인공 지능 및 공학응용을 기반으로 한 헬스케어 시스템 은 인체 데이터를 사용하므로, 인체 데이터를 이해하고 분석할 수 있는 능력은 이러한 시스템의 성능 향상에 중요합니다. 이 강좌는 웨어러블로봇, 의수, 및 재활/보조시스템 연구에서 자주 사 용되는 생체역학적인 관점과 인체연구를 디자인하는 방법들을 소개합니다. 이 수업은 강의, 모 션캡처 실험실 견학, 숙제, 프로젝트 및 발표를 통하여 이러한 주제들을 접할 수 있는 기회가 될 것입니다.",170,웨어러블시스템을 위한 인체공학,Biomechanics for wearable systems
